Matricula,Oferta Educativa,Grado,Grupo,Genero,Estado Nacimiento,Municipio Nacimiento,Estado,Municipio,Estatus,Promedio Final,Promedio Cuatrimestre Anterior,Bachillerato de Procedencia,Bachillerato (Estado),Bachillerato (Municipio),Promedio Bachillerato
1725110615,Contaduría,primero ,11,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SINGUILUCAN,Baja Definitiva,9.405000000000001,9.405000000000001,COLEGIO NACIONAL DE EDUCACION PROFECIONAL TECNICA,Hidalgo,Acatlán,7.9
1725110510,Contaduría,primero ,11,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.405000000000001,9.405000000000001,universidad autónoma del estado de hidalgo preparatoria numero 2,Hidalgo,Tulancingo de Bravo,8.1
1725110496,Contaduría,primero ,11,Mujer,MÉXICO,CHIMALHUACÁN,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Abandono,9.405000000000001,9.405000000000001,"Centro Nacional de Evaluación para la Educación Superior, A.C. (CENEVAL)",Ciudad de México,Álvaro Obregón,6.6
1725110367,Contaduría,primero ,11,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.405000000000001,9.405000000000001,Cbtis 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.0
1725111122,Contaduría,primero ,11,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.405000000000001,9.405000000000001,"Colegio de Estudios Científicos y Tecnológicos del Estado de Hidalgo, Plantel Tulancingo.",Hidalgo,Tulancingo de Bravo,7.9
1725111101,Contaduría,primero ,12,Mujer,PUEBLA,PAHUATLÁN,PUEBLA,PAHUATLÁN,Baja Definitiva,9.405000000000001,9.405000000000001,Cobaep,Puebla,Pahuatlán,7.5
1725110678,Contaduría,primero ,12,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Abandono,9.405000000000001,9.405000000000001,Desconocido,Desconocido,Desconocido,8.5
1725111129,Contaduría,primero ,12,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.405000000000001,9.405000000000001,Escuela Preparatoria No.2,Hidalgo,Tulancingo de Bravo,7.82
1725110706,Contaduría,primero ,12,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.405000000000001,9.405000000000001,Albert Einstein,Hidalgo,Tulancingo de Bravo,8.0
1725111157,Contaduría,primero ,12,Hombre,HIDALGO,SAN BARTOLO TUTOTEPEC,HIDALGO,HUEHUETLA,Abandono,9.405000000000001,9.405000000000001,Centro de Estudis de Bachillerato CEB 6/7 Gabino Barreda,Hidalgo,Huehuetla,7.6
1725110051,Contaduría,primero ,12,Mujer,MÉXICO,NEZAHUALCÓYOTL,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.405000000000001,9.405000000000001,Bachillerato Etac Campus Tulancingo,Hidalgo,Tulancingo de Bravo,9.7
1725110758,Contaduría,primero ,13,Hombre,HIDALGO,TENANGO DE DORIA,HIDALGO,TENANGO DE DORIA,Abandono,9.405000000000001,9.405000000000001,Telebachillerato Comunitario San Francisco la laguna,Hidalgo,Tenango de Doria,7.0
1725110402,Contaduría,primero ,13,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.405000000000001,9.405000000000001,Colegio de bachilleres del estado de Hidalgo,Hidalgo,Tulancingo de Bravo,7.7
1725111001,Contaduría,primero ,13,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.405000000000001,9.405000000000001,Escuela Preparatoria no.2 de la UAEH,Hidalgo,Tulancingo de Bravo,8.3
1725111149,Contaduría,primero ,13,Mujer,PUEBLA,HUAUCHINANGO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.405000000000001,9.405000000000001,CBTIS 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,7.8
1725111095,Contaduría,primero ,13,Mujer,Desconocido,Desconocido,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.405000000000001,9.405000000000001,Desconocido,Desconocido,Desconocido,8.5
1725110907,Contaduría,primero ,13,Hombre,CIUDAD DE MÉXICO,AZCAPOTZALCO,HIDALGO,AGUA BLANCA DE ITURBIDE,Abandono,9.405000000000001,9.405000000000001,Centro de Bachillerato Tecnológico Agropecuario 126,Hidalgo,Metepec,7.9
1725110843,Contaduría,primero ,14,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.405000000000001,9.405000000000001,Escuela Preparatoria Número 2 UAEH,Hidalgo,Tulancingo de Bravo,8.66
1725111057,Criminalística y Ciencias Forenses,primero ,11,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SINGUILUCAN,Abandono,9.09,9.004999999999999,Centro de bachillerato Tecnológico Industrial y de Servicios No. 179,Hidalgo,Tulancingo de Bravo,7.5
1725111055,Criminalística y Ciencias Forenses,primero ,11,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Abandono,9.09,9.004999999999999,COBAEH plantel cuautepec,Hidalgo,Cuautepec de Hinojosa,9.1
1725110487,Criminalística y Ciencias Forenses,primero ,11,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.09,9.004999999999999,Preparatoria Tollancingo,Hidalgo,Tulancingo de Bravo,8.5
1725110107,Criminalística y Ciencias Forenses,primero ,11,Hombre,VERACRUZ DE IGNACIO DE LA LLAVE,MINATITLÁN,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.09,9.004999999999999,Universidad Tecnológica de Tulancingo,Hidalgo,Tulancingo de Bravo,7.5
1725110637,Criminalística y Ciencias Forenses,primero ,11,Mujer,HIDALGO,APAN,HIDALGO,APAN,Abandono,9.09,9.004999999999999,Telebachillerato comunitario San José Jiquilpan,Hidalgo,Apan,9.1
1725110688,Criminalística y Ciencias Forenses,primero ,11,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Abandono,9.09,9.004999999999999,Preparatoria Fedaral por Cooperación Albert Einstein,Hidalgo,Tulancingo de Bravo,8.5
1725110977,Criminalística y Ciencias Forenses,primero ,11,Mujer,MÉXICO,ECATEPEC DE MORELOS,HIDALGO,HUASCA DE OCAMPO,Abandono,9.09,9.004999999999999,Colegio de Bachilleres del Estado de Hidalgo,Hidalgo,Huasca de Ocampo,9.1
1725110882,Criminalística y Ciencias Forenses,primero ,11,Mujer,CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Abandono,9.09,9.004999999999999,ETAC,Hidalgo,Tulancingo de Bravo,7.7
1725110984,Criminalística y Ciencias Forenses,primero ,11,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.09,9.004999999999999,Liceo México Americano Bilingüe,Hidalgo,Tulancingo de Bravo,8.4
1725110232,Criminalística y Ciencias Forenses,primero ,12,Mujer,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.09,9.004999999999999,Instituto lumont,Hidalgo,Tulancingo de Bravo,8.5
1725111060,Criminalística y Ciencias Forenses,primero ,12,Hombre,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.09,9.004999999999999,Desconocido,Desconocido,Desconocido,8.25
1725110426,Criminalística y Ciencias Forenses,primero ,12,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Baja Definitiva,9.09,9.004999999999999,Instituto Preuniversitario Motolinia de León,Hidalgo,Tulancingo de Bravo,9.5
1725110958,Criminalística y Ciencias Forenses,primero ,12,Mujer,HIDALGO,TULA DE ALLENDE,HIDALGO,TULA DE ALLENDE,Abandono,9.09,9.004999999999999,CETis No.91 Ignacio Allende,Hidalgo,Tula de Allende,9.0
1725110721,Criminalística y Ciencias Forenses,primero ,12,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.09,9.004999999999999,Cobaeh colegio de bachilleres del Estado de hidalgo,Hidalgo,Tulancingo de Bravo,8.1
1725110564,Criminalística y Ciencias Forenses,primero ,12,Hombre,OAXACA,SAN JUAN BAUTISTA TUXTEPEC,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.09,9.004999999999999,Cemsad san mateo Cobaeh,Hidalgo,Acaxochitlán,8.0
1725110134,Criminalística y Ciencias Forenses,primero ,12,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Baja Definitiva,9.09,9.004999999999999,Centro de Estudios Arquimides Acapulco A.C.,Guerrero,Acapulco de Juárez,9.3
1725110556,Criminalística y Ciencias Forenses,primero ,12,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.09,9.004999999999999,CECyTE Santiago Tulantepec,Hidalgo,Santiago Tulantepec de Lugo Guerrero,7.5
1725111037,Criminalística y Ciencias Forenses,primero ,12,Hombre,CIUDAD DE MÉXICO,TLÁHUAC,HIDALGO,SINGUILUCAN,Abandono,9.09,9.004999999999999,Cbtis 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.0
1725110144,Criminalística y Ciencias Forenses,primero ,12,Mujer,HIDALGO,APAN,HIDALGO,APAN,Baja Definitiva,9.09,9.004999999999999,Centro de Bachillerato Tecnológico industrial y de servicios no.59,Hidalgo,Tepeapulco,8.4
1725111119,Criminalística y Ciencias Forenses,primero ,13,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.09,9.004999999999999,Cecyteh hidalgo acaxochitlan,Hidalgo,Acaxochitlán,7.2
1725111020,Criminalística y Ciencias Forenses,primero ,13,Mujer,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Abandono,9.09,9.004999999999999,Utec,Hidalgo,Santiago Tulantepec de Lugo Guerrero,7.0
1725110429,Criminalística y Ciencias Forenses,primero ,13,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Baja Definitiva,9.09,9.004999999999999,Cobaeh plantel cuautepec,Hidalgo,Cuautepec de Hinojosa,7.9
1725110373,Criminalística y Ciencias Forenses,primero ,13,Mujer,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.09,9.004999999999999,Preparatoria No.2,Hidalgo,Tulancingo de Bravo,8.16
1725111082,Criminalística y Ciencias Forenses,primero ,13,Mujer,Desconocido,Desconocido,VERACRUZ DE IGNACIO DE LA LLAVE,ZACUALPAN,Baja Definitiva,9.09,9.004999999999999,Telebachillerato Carbonero Jacales,Veracruz de Ignacio de la Llave,Huayacocotla,8.3
1725110465,Criminalística y Ciencias Forenses,primero ,13,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,ACATLÁN,Abandono,9.09,9.004999999999999,Cobaeh Acatlán,Hidalgo,Acatlán,8.0
1725110769,Criminalística y Ciencias Forenses,primero ,13,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.09,9.004999999999999,Centro de bachillerato tecnológico y de servicios 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,7.0
1725110473,Criminalística y Ciencias Forenses,primero ,13,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Baja Definitiva,9.09,9.004999999999999,Colegio Kaysen,Hidalgo,Tulancingo de Bravo,8.5
1725110560,Criminalística y Ciencias Forenses,primero ,14,Hombre,HIDALGO,TEPEHUACÁN DE GUERRERO,HIDALGO,TEPEHUACÁN DE GUERRERO,Baja Definitiva,9.09,9.004999999999999,CEMSaD Acoxcatlan,Hidalgo,Tepehuacán de Guerrero,7.3
1725111091,Criminalística y Ciencias Forenses,primero ,14,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.09,9.004999999999999,Preparatoria No.2 UAEH,Hidalgo,Tulancingo de Bravo,8.4
1725110243,Criminalística y Ciencias Forenses,primero ,14,Mujer,HIDALGO,ATLAPEXCO,HIDALGO,PACHUCA DE SOTO,Baja Definitiva,9.09,9.004999999999999,"Cobaeh, Mineral de la Reforma",Hidalgo,Pachuca de Soto,8.3
1725110170,Criminalística y Ciencias Forenses,primero ,14,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.09,9.004999999999999,CECYTEH DE TULANCINGO HGO.,Hidalgo,Tulancingo de Bravo,8.4
1725110477,Criminalística y Ciencias Forenses,primero ,14,Hombre,HIDALGO,APAN,HIDALGO,APAN,Abandono,9.09,9.004999999999999,Telebachillerato comunitario de San José Jiquilpan,Hidalgo,Apan,8.3
1725110748,Criminalística y Ciencias Forenses,primero ,14,Mujer,HIDALGO,CUAUTEPEC DE HINOJOSA,HIDALGO,CUAUTEPEC DE HINOJOSA,Baja Definitiva,9.09,9.004999999999999,Colegio de bachilleres del estado de hidalgo,Hidalgo,Cuautepec de Hinojosa,7.9
1725110914,Criminalística y Ciencias Forenses,primero ,14,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Abandono,9.09,9.004999999999999,Centro de Programación y Computación México,Hidalgo,Tulancingo de Bravo,7.9
1725111072,Criminalística y Ciencias Forenses,primero ,14,Hombre,HIDALGO,ACAXOCHITLÁN,HIDALGO,ACAXOCHITLÁN,Baja Definitiva,9.09,9.004999999999999,TBC la mesa,Hidalgo,Acaxochitlán,8.5
1725110633,Criminalística y Ciencias Forenses,primero ,14,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,SINGUILUCAN,Abandono,9.09,9.004999999999999,COBAEH CEMSaD SANTO TOMAS,Hidalgo,Zempoala,7.9
1725110001,Diseño Digital y Producción Audiovisual,primero ,11,Hombre,VERACRUZ DE IGNACIO DE LA LLAVE,POZA RICA DE HIDALGO,VERACRUZ DE IGNACIO DE LA LLAVE,PAPANTLA,Abandono,9.32,9.31,Emiliano zapata,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,8.6
1725110672,Diseño Digital y Producción Audiovisual,primero ,11,Mujer,PUEBLA,HUAUCHINANGO,PUEBLA,XICOTEPEC,Abandono,9.32,9.31,Cobaep plantel 11,Puebla,Xicotepec,8.0
1725110829,Diseño Digital y Producción Audiovisual,primero ,11,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.32,9.31,Conalep,Hidalgo,Tulancingo de Bravo,7.5
1725110291,Diseño Digital y Producción Audiovisual,primero ,11,Hombre,HIDALGO,PACHUCA DE SOTO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.32,9.31,Universidad de los Angeles,Hidalgo,Tulancingo de Bravo,9.0
1725110303,Diseño Digital y Producción Audiovisual,primero ,11,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.32,9.31,Preparatoria Tollancingo,Hidalgo,Tulancingo de Bravo,8.0
1725110227,Diseño Digital y Producción Audiovisual,primero ,11,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.32,9.31,Universidad Autónoma del estado de hidalgo,Hidalgo,Tulancingo de Bravo,7.88
1725110858,Diseño Digital y Producción Audiovisual,primero ,12,Hombre,HIDALGO,CUAUTEPEC DE HINOJOSA,HIDALGO,CUAUTEPEC DE HINOJOSA,Abandono,9.32,9.31,Colegio de bachilleres del estado de hidalgo,Hidalgo,Cuautepec de Hinojosa,7.0
1725110049,Diseño Digital y Producción Audiovisual,primero ,12,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Baja Definitiva,9.32,9.31,CECyTEH,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.6
1725110226,Diseño Digital y Producción Audiovisual,primero ,12,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Abandono,9.32,9.31,Bachillerato ETAC,Hidalgo,Tulancingo de Bravo,8.8
1725110794,Diseño Digital y Producción Audiovisual,primero ,12,Hombre,MÉXICO,NAUCALPAN DE JUÁREZ,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.32,9.31,ESCUELA PREPARATORIA OFICIAL NUM. 105 de TULTITLÁN,México,Tultitlán,7.0
1725111080,Diseño Digital y Producción Audiovisual,primero ,12,Hombre,Desconocido,Desconocido,HIDALGO,METEPEC,Baja Definitiva,9.32,9.31,Desconocido,Desconocido,Desconocido,8.6
1725110597,Diseño Digital y Producción Audiovisual,primero ,12,Hombre,HIDALGO,CUAUTEPEC DE HINOJOSA,HIDALGO,CUAUTEPEC DE HINOJOSA,Abandono,9.32,9.31,Preparatoria federal por cooperación Albert Enstein,Hidalgo,Cuautepec de Hinojosa,8.0
1725111023,Diseño Digital y Producción Audiovisual,primero ,12,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.32,9.31,COBAEH Tulancingo,Hidalgo,Tulancingo de Bravo,9.1
1725111139,Diseño Digital y Producción Audiovisual,primero ,12,Hombre,MÉXICO,VALLE DE CHALCO SOLIDARIDAD,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Baja Definitiva,9.32,9.31,Escuela preparatoria oficial No 332,México,Ixtapaluca,6.7
1725111152,Diseño Digital y Producción Audiovisual,primero ,12,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Abandono,9.32,9.31,Desconocido,Desconocido,Desconocido,8.6
1725110999,Diseño Digital y Producción Audiovisual,primero ,12,Mujer,MÉXICO,ATIZAPÁN DE ZARAGOZA,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.32,9.31,Instituto Lumont,Hidalgo,Tulancingo de Bravo,8.6
1725110682,Diseño Digital y Producción Audiovisual,primero ,13,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.32,9.31,CONALEP Tulancingo,Hidalgo,Tulancingo de Bravo,8.0
1725110117,Diseño Digital y Producción Audiovisual,primero ,13,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Abandono,9.32,9.31,Colegio de bachilleres del estado de Hidalgo,Hidalgo,Cuautepec de Hinojosa,7.9
1725110027,Diseño Digital y Producción Audiovisual,primero ,13,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.32,9.31,Cecyteh plantel tulancingo,Hidalgo,Tulancingo de Bravo,8.0
1725110881,Diseño Digital y Producción Audiovisual,primero ,13,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.32,9.31,ESCUELA PREPARATORIA NUMERO 2,Hidalgo,Tulancingo de Bravo,8.65
1725110333,Diseño Digital y Producción Audiovisual,primero ,13,Mujer,HIDALGO,ACATLÁN,HIDALGO,ACATLÁN,Baja Definitiva,9.32,9.31,Telebachillerato Comunitario Magueyes Verdes,Hidalgo,Huasca de Ocampo,9.73
1725111133,Diseño Digital y Producción Audiovisual,primero ,13,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.32,9.31,Preparatoria No. 2 UAEH,Hidalgo,Tulancingo de Bravo,9.0
1725110239,Diseño Digital y Producción Audiovisual,primero ,13,Mujer,HIDALGO,METEPEC,HIDALGO,METEPEC,Abandono,9.32,9.31,Telebachillerato comunitario Majadillas,Hidalgo,Metepec,9.0
1725110384,Diseño Digital y Producción Audiovisual,primero ,14,Mujer,HIDALGO,TEPEAPULCO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.32,9.31,Escuela Preparatoria Número 2,Hidalgo,Tulancingo de Bravo,8.43
1725110548,Diseño Digital y Producción Audiovisual,primero ,14,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.32,9.31,Preparatoria número dos UAEH,Hidalgo,Tulancingo de Bravo,8.27
1725111116,Diseño Digital y Producción Audiovisual,primero ,14,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.32,9.31,Instituto Cultural Anglo Francés,Hidalgo,Tulancingo de Bravo,8.0
1725110956,Diseño Digital y Producción Audiovisual,primero ,14,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Abandono,9.32,9.31,Cbtis179,Hidalgo,Tulancingo de Bravo,8.6
1725110889,Diseño Digital y Producción Audiovisual,primero ,14,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Baja Definitiva,9.32,9.31,Universidad tecnológica de Tulancingo,Hidalgo,Tulancingo de Bravo,8.1
1725110764,Diseño Digital y Producción Audiovisual,primero ,14,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,ACAXOCHITLÁN,Abandono,9.32,9.31,CBTis 179,Hidalgo,Tulancingo de Bravo,7.6
1725110517,Energía y Desarrollo Sostenible,primero ,11,Hombre,HIDALGO,PACHUCA DE SOTO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,8.84,8.6,ETAC Universidades Campus Tulancingo,Hidalgo,Tulancingo de Bravo,8.3
1725110169,Energía y Desarrollo Sostenible,primero ,11,Hombre,HIDALGO,ACAXOCHITLÁN,HIDALGO,ACAXOCHITLÁN,Abandono,8.84,8.6,Desconocido,Desconocido,Desconocido,8.1
1725110976,Energía y Desarrollo Sostenible,primero ,11,Hombre,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Abandono,8.84,8.6,CBTIS 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.0
1725110837,Energía y Desarrollo Sostenible,primero ,11,Hombre,CIUDAD DE MÉXICO,CUAUHTÉMOC,HIDALGO,CUAUTEPEC DE HINOJOSA,Baja Definitiva,8.84,8.6,Desconocido,Desconocido,Desconocido,8.1
1725110918,Energía y Desarrollo Sostenible,primero ,11,Hombre,HIDALGO,PACHUCA DE SOTO,HIDALGO,SINGUILUCAN,Abandono,8.84,8.6,Cbtis 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,7.5
1725110005,Energía y Desarrollo Sostenible,primero ,11,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,8.84,8.6,CECyTE Tulancingo,Hidalgo,Tulancingo de Bravo,7.3
1725110414,Energía y Desarrollo Sostenible,primero ,11,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,8.84,8.6,Escuela Preparatoria Numero 2,Hidalgo,Tulancingo de Bravo,8.04
1725111110,Energía y Desarrollo Sostenible,primero ,11,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,8.84,8.6,COBAEH Cuautepec,Hidalgo,Cuautepec de Hinojosa,8.0
1725110931,Energía y Desarrollo Sostenible,primero ,11,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,8.84,8.6,Bachillerato Digital número 73,Puebla,Honey,7.6
1725110252,Enfermería,primero ,11,Mujer,HIDALGO,PROGRESO DE OBREGÓN,HIDALGO,TEZONTEPEC DE ALDAMA,Baja Definitiva,9.41,9.5,CECYTEH,Hidalgo,Tepetitlán,9.3
1725110514,Enfermería,primero ,11,Mujer,MÉXICO,TLALNEPANTLA DE BAZ,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.41,9.5,Colegio de Bachilleres del Estado de Hidalgo plantel Tulancingo,Hidalgo,Tulancingo de Bravo,8.7
1725110825,Enfermería,primero ,11,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Abandono,9.41,9.5,Ceval,Hidalgo,Tulancingo de Bravo,7.0
1725110626,Enfermería,primero ,11,Hombre,PUEBLA,HUAUCHINANGO,PUEBLA,HUAUCHINANGO,Baja Definitiva,9.41,9.5,colegio de bachilleres plantel 10c,Puebla,Huauchinango,7.9
1725110189,Enfermería,primero ,11,Mujer,PUEBLA,XICOTEPEC,PUEBLA,XICOTEPEC,Baja Definitiva,9.41,9.5,Colegio de Bachilleres del Estado de Puebla,Puebla,Xicotepec,9.4
1725110350,Enfermería,primero ,11,Mujer,HIDALGO,TEPEAPULCO,HIDALGO,APAN,Baja Definitiva,9.41,9.5,Centro de Bachillerato Tecnológico Industrial y servicios No.59,Hidalgo,Tepeapulco,8.7
1725110582,Enfermería,primero ,11,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Baja Definitiva,9.41,9.5,Universidad Autónoma Del Estado de Hidalgo,Hidalgo,Tulancingo de Bravo,8.4
1725110627,Enfermería,primero ,12,Mujer,CIUDAD DE MÉXICO,AZCAPOTZALCO,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.41,9.5,CONALEP,Hidalgo,Acatlán,9.6
1725110537,Enfermería,primero ,12,Hombre,HIDALGO,ZACUALTIPÁN DE ÁNGELES,HIDALGO,METZTITLÁN,Baja Definitiva,9.41,9.5,COBAEH CEMSaD San Cristóbal,Hidalgo,Metztitlán,8.2
1725110354,Enfermería,primero ,12,Hombre,HIDALGO,PACHUCA DE SOTO,HIDALGO,SINGUILUCAN,Abandono,9.41,9.5,Desconocido,Desconocido,Desconocido,8.67
1725110655,Enfermería,primero ,12,Hombre,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Baja Definitiva,9.41,9.5,Universidad Autonoma Del Estado de Hidalgo Escuela Preparatoria No.2,Hidalgo,Tulancingo de Bravo,7.4
1725110371,Enfermería,primero ,13,Mujer,HIDALGO,PACHUCA DE SOTO,PUEBLA,PAHUATLÁN,Baja Definitiva,9.41,9.5,Luis Ortiz,Puebla,Pahuatlán,9.0
1725110518,Enfermería,primero ,13,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,ACATLÁN,Baja Definitiva,9.41,9.5,CONALEP,Hidalgo,Tulancingo de Bravo,9.4
1725110709,Enfermería,primero ,13,Mujer,HIDALGO,ATLAPEXCO,HIDALGO,MINERAL DE LA REFORMA,Baja Definitiva,9.41,9.5,Desconocido,Desconocido,Desconocido,8.67
1725110853,Enfermería,primero ,13,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,ACATLÁN,Baja Definitiva,9.41,9.5,Telebachillerato comunitario San Dionisio,Hidalgo,Acatlán,7.6
